seed,noV,rhsMin,rhsMax,cMin,cMax,fMin,fMax,supplyNodes,demandNodes, totSupply, avgFC
32676,86,911,1822,0,20,14541,43623,3,2,3714.0,2990.87029354
32677,32,688,1376,0,20,12726,38178,4,3,2935.0,2053.42860953
32678,82,660,1320,0,20,6741,20223,4,4,4604.0,1407.00615792
32679,76,609,1218,0,20,8286,24858,2,3,1917.0,1382.09068451
32680,82,972,1944,0,20,13181,39543,3,5,5380.0,2596.63442866
32681,24,904,1808,0,20,17281,51843,4,2,1886.0,3353.10862725
32682,70,642,1284,0,20,11321,33963,2,2,2041.0,2043.98860909
32683,124,233,466,0,20,8021,24063,2,2,539.0,1616.70578069
32684,56,345,690,0,20,5741,17223,4,2,1779.0,1395.61626363
32685,86,124,248,0,20,6961,20883,5,4,639.0,1338.53919172
32686,100,35,70,0,20,15571,46713,3,4,150.0,3271.84059216
32687,78,235,470,0,20,17021,51063,4,3,1359.0,3320.02971419
32688,60,429,858,0,20,19906,59718,5,2,3161.0,3779.42240206
32689,132,281,562,0,20,18196,54588,4,3,1713.0,3895.90902332
32690,50,783,1566,0,20,17011,51033,5,2,1898.0,3982.15838058
32691,40,748,1496,0,20,8071,24213,2,2,2488.0,1617.04395847
32692,50,480,960,0,20,8691,26073,7,2,5871.0,1838.73923782
32693,122,814,1628,0,20,6821,20463,4,5,4627.0,1311.3038472
32694,128,383,766,0,20,96,288,4,1,1843.0,19.1162493022
32695,66,605,1210,0,20,9551,28653,1,1,627.0,1880.97966078
32696,104,500,1000,0,20,15381,46143,4,1,635.0,3156.58207894
32697,50,131,262,0,20,2236,6708,5,4,676.0,410.738572385
32698,122,631,1262,0,20,2941,8823,7,1,1134.0,587.703564156
32699,96,521,1042,0,20,10096,30288,4,2,1244.0,1897.41654517
32700,36,629,1258,0,20,8366,25098,5,2,1584.0,1936.97472227
32701,66,739,1478,0,20,14651,43953,5,5,6202.0,2877.17571885
32702,94,602,1204,0,20,9801,29403,3,3,2115.0,2028.28161144
32703,70,949,1898,0,20,17801,53403,4,5,6502.0,3417.55540548
32704,24,704,1408,0,20,17706,53118,5,2,4664.0,4458.42693136
32705,64,44,88,0,20,11771,35313,4,3,181.0,2655.0273924
32706,66,587,1174,0,20,12411,37233,4,1,3966.0,2651.80019598
32707,38,748,1496,0,20,15011,45033,2,3,2485.0,3008.17311914
32708,88,941,1882,0,20,15106,45318,5,2,2426.0,3286.30692646
32709,54,739,1478,0,20,14856,44568,3,3,3019.0,3114.28092163
32710,130,128,256,0,20,14296,42888,3,3,623.0,2599.15907073
32711,110,965,1930,0,20,8836,26508,4,4,5084.0,1733.0118709
32712,108,118,236,0,20,1281,3843,8,2,188.0,249.783426922
32713,100,911,1822,0,20,2631,7893,3,1,1329.0,555.797961254
32714,42,162,324,0,20,11561,34683,8,2,506.0,2189.13653631
32715,126,236,472,0,20,14056,42168,3,3,964.0,2836.51436085
32716,76,664,1328,0,20,3441,10323,6,1,1201.0,640.758023696
32717,56,548,1096,0,20,19416,58248,3,2,2493.0,3610.9091722
32718,46,845,1690,0,20,15176,45528,1,2,1538.0,3186.32374981
32719,64,992,1984,0,20,16316,48948,3,4,4244.0,3094.62161897
32720,60,327,654,0,20,1516,4548,4,3,1428.0,315.910117954
32721,112,682,1364,0,20,2526,7578,5,2,2002.0,492.513033471
32722,68,72,144,0,20,18451,55353,1,2,127.0,4119.89382784
32723,86,915,1830,0,20,3291,9873,6,2,8054.0,653.410621445
32724,74,324,648,0,20,6696,20088,5,1,482.0,1341.09579091
32725,106,192,384,0,20,19576,58728,5,1,249.0,4141.65637904
32726,78,13,26,0,20,12601,37803,2,3,40.0,2810.0197301
32727,102,528,1056,0,20,15841,47523,2,2,967.0,3136.98894532
32728,46,887,1774,0,20,13786,41358,2,2,1752.0,3015.18708302
32729,128,585,1170,0,20,2871,8613,2,1,1133.0,534.574927089
32730,132,399,798,0,20,17116,51348,4,3,1508.0,3505.7972089
32731,58,825,1650,0,20,1406,4218,3,3,3340.0,315.825586243
32732,58,398,796,0,20,2766,8298,5,2,2910.0,545.815509465
32733,40,747,1494,0,20,4991,14973,3,1,2488.0,902.24216261
32734,28,320,640,0,20,15736,47208,6,2,888.0,3284.2661399
32735,88,325,650,0,20,10416,31248,3,4,1664.0,2076.17121475
32736,28,37,74,0,20,2526,7578,4,2,48.0,560.05456517
32737,110,327,654,0,20,2426,7278,5,4,2267.0,490.262346711
32738,80,887,1774,0,20,9196,27588,4,2,2579.0,2170.00041948
32739,24,445,890,0,20,10806,32418,4,2,1269.0,2160.22157633
32740,48,228,456,0,20,6601,19803,2,3,733.0,1241.24971292
32741,74,775,1550,0,20,2991,8973,4,2,1501.0,602.732580091
32742,52,944,1888,0,20,6456,19368,4,2,2960.0,1449.32980206
32743,86,104,208,0,20,5616,16848,3,2,154.0,1341.89765578
32744,128,65,130,0,20,4211,12633,3,1,103.0,805.292598633
32745,108,856,1712,0,20,6496,19488,6,2,2120.0,1242.53298946
32746,122,881,1762,0,20,1496,4488,4,2,5987.0,289.751444032
32747,132,257,514,0,20,11746,35238,7,2,669.0,2544.17864115
32748,74,305,610,0,20,3556,10668,5,3,1030.0,744.181218664
32749,70,343,686,0,20,9361,28083,5,4,2423.0,1678.35103264
32750,38,765,1530,0,20,17416,52248,2,2,2801.0,3626.62800839
32751,130,725,1450,0,20,3461,10383,3,4,3443.0,660.549604738
32752,86,785,1570,0,20,14896,44688,5,2,1710.0,2825.23501619
32753,94,484,968,0,20,12346,37038,3,1,2299.0,2714.3724718
32754,32,263,526,0,20,686,2058,6,2,749.0,131.712774429
32755,80,595,1190,0,20,16601,49803,7,2,2032.0,3215.43414018
32756,44,740,1480,0,20,17381,52143,3,3,3449.0,3587.84065453
32757,114,260,520,0,20,431,1293,4,3,1420.0,80.7730793177
32758,50,286,572,0,20,18821,56463,8,1,473.0,3843.83435532
32759,28,127,254,0,20,5191,15573,4,3,721.0,1346.87802459
32760,104,703,1406,0,20,7221,21663,2,1,2288.0,1340.24555866
32761,58,818,1636,0,20,2126,6378,3,2,2354.0,444.757523867
32762,114,630,1260,0,20,7126,21378,7,3,6445.0,1319.3070055
32763,34,124,248,0,20,18331,54993,6,2,1069.0,3855.90669559
32764,120,52,104,0,20,18901,56703,3,2,126.0,4070.7621036
32765,58,441,882,0,20,10731,32193,2,3,1356.0,2037.65225814
32766,106,747,1494,0,20,13386,40158,2,3,2773.0,2856.64536974
32767,38,695,1390,0,20,17476,52428,5,3,3005.0,3896.55845744
32768,28,503,1006,0,20,19956,59868,3,4,2530.0,5154.26298771
32769,28,497,994,0,20,17536,52608,6,1,794.0,3774.85243975
32770,62,708,1416,0,20,11246,33738,5,2,2345.0,2349.41315757
32771,90,573,1146,0,20,9421,28263,3,2,1457.0,1896.2525747
32772,64,248,496,0,20,12276,36828,3,3,954.0,2019.86996648
32773,58,62,124,0,20,15131,45393,2,1,78.0,2650.18540217
32774,116,208,416,0,20,11041,33123,3,1,870.0,1992.51914503
32775,118,148,296,0,20,19851,59553,5,3,1021.0,3776.90087054
32776,96,4,8,0,20,3941,11823,5,3,18.0,804.745206294
32777,56,225,450,0,20,10826,32478,3,2,920.0,2567.0642787
32778,100,877,1754,0,20,41,123,2,3,2763.0,8.67176849519
32779,24,686,1372,0,20,321,963,4,2,3779.0,49.9422818706
32780,130,814,1628,0,20,9431,28293,5,4,5006.0,1960.36799413
32781,38,777,1554,0,20,3221,9663,3,3,3491.0,651.33475679
32782,124,979,1958,0,20,13201,39603,3,3,3572.0,2540.68242449
32783,60,264,528,0,20,2776,8328,3,3,1081.0,547.450689472
32784,80,843,1686,0,20,326,978,4,4,4878.0,67.3018674787
32785,100,536,1072,0,20,6756,20268,5,1,984.0,1494.82045976
32786,78,484,968,0,20,9711,29133,3,2,2152.0,2010.8432483
32787,112,918,1836,0,20,7541,22623,2,3,3013.0,1443.57971928
32788,60,590,1180,0,20,16086,48258,4,2,1705.0,3154.01047733
32789,132,507,1014,0,20,17296,51888,3,1,2311.0,3788.63133511
32790,40,891,1782,0,20,17416,52248,3,4,4090.0,3764.49734993
32791,60,899,1798,0,20,15881,47643,3,3,4128.0,3226.11168248
32792,100,414,828,0,20,4831,14493,5,3,1754.0,922.974794141
32793,76,697,1394,0,20,15156,45468,4,1,780.0,3339.68457658
32794,76,768,1536,0,20,19201,57603,1,2,1133.0,4160.93391595
32795,46,627,1254,0,20,19821,59463,1,2,799.0,3626.31706158
32796,66,810,1620,0,20,14176,42528,3,3,3850.0,3073.31605715
32797,130,880,1760,0,20,831,2493,7,2,1388.0,184.280530563
32798,32,74,148,0,20,15206,45618,3,4,375.0,3013.11934008
32799,62,941,1882,0,20,5081,15243,2,2,2538.0,971.781010399
32800,80,631,1262,0,20,3346,10038,3,2,1548.0,628.195887254
32801,132,965,1930,0,20,2971,8913,4,2,2040.0,549.679593392
32802,64,675,1350,0,20,18801,56403,5,4,5272.0,3901.69499022
32803,104,667,1334,0,20,7231,21693,6,1,6529.0,1418.59470643
32804,108,430,860,0,20,15821,47463,2,2,759.0,3401.94694272
32805,106,11,22,0,20,11791,35373,4,2,61.0,2394.24528711
32806,116,68,136,0,20,10716,32148,2,1,98.0,2063.0751032
32807,108,264,528,0,20,2706,8118,3,4,1210.0,538.939195736
32808,28,75,150,0,20,3766,11298,3,2,359.0,674.82741794
32809,124,799,1598,0,20,181,543,4,4,3974.0,39.1660110176
32810,40,155,310,0,20,5106,15318,4,2,1046.0,1167.76574732
32811,48,267,534,0,20,5311,15933,3,2,642.0,1023.55641473
32812,126,416,832,0,20,5686,17058,5,2,999.0,1060.43124583
32813,56,568,1136,0,20,76,228,4,2,1547.0,13.7967926416
32814,128,126,252,0,20,7836,23508,5,3,663.0,1567.23969077
32815,94,242,484,0,20,3636,10908,4,3,1394.0,734.820853753
32816,44,11,22,0,20,9381,28143,5,2,84.0,1750.23213454
32817,42,734,1468,0,20,1341,4023,1,2,1050.0,243.60496875
32818,86,255,510,0,20,15816,47448,3,2,665.0,3258.08562856
32819,112,680,1360,0,20,9951,29853,3,3,2567.0,2004.92461403
32820,32,127,254,0,20,17571,52713,3,4,594.0,3254.05789887
32821,106,557,1114,0,20,3906,11718,5,1,704.0,745.794008118
32822,58,656,1312,0,20,11491,34473,3,2,1601.0,2080.37702904
32823,22,461,922,0,20,3866,11598,5,3,2139.0,934.591287407
32824,46,334,668,0,20,8456,25368,4,3,988.0,1567.97642324
32825,80,44,88,0,20,11791,35373,2,2,128.0,2349.86544056
32826,86,371,742,0,20,11746,35238,8,2,1140.0,2318.64496299
32827,108,907,1814,0,20,12966,38898,5,1,1616.0,2800.41783089
32828,50,417,834,0,20,7016,21048,3,2,1096.0,1546.26845707
32829,52,691,1382,0,20,15861,47583,2,3,2191.0,2990.38456573
32830,70,691,1382,0,20,566,1698,3,1,1125.0,125.236236906
32831,90,3,6,0,20,14161,42483,4,3,15.0,2718.3218379
32832,66,423,846,0,20,2941,8823,3,1,2014.0,583.512274731
32833,64,313,626,0,20,13871,41613,4,3,1971.0,2307.85250125
32834,88,712,1424,0,20,15041,45123,5,2,2636.0,3158.519351
32835,130,507,1014,0,20,14726,44178,6,1,821.0,3207.18047741
32836,44,941,1882,0,20,1571,4713,2,3,2528.0,300.910840428
32837,26,520,1040,0,20,10456,31368,5,2,1487.0,1911.65410417
32838,58,352,704,0,20,5121,15363,7,1,657.0,832.119449875
32839,52,828,1656,0,20,2876,8628,6,3,3379.0,551.390628107
32840,44,704,1408,0,20,6996,20988,3,4,3641.0,1350.24151141
32841,80,348,696,0,20,826,2478,4,1,605.0,156.272259804
32842,72,774,1548,0,20,4201,12603,2,2,2460.0,900.22833088
32843,104,729,1458,0,20,9596,28788,4,1,1188.0,2127.62635097
32844,78,470,940,0,20,9846,29538,3,2,1129.0,2173.5160688
32845,128,665,1330,0,20,11001,33003,5,2,2350.0,2203.70924725
32846,76,323,646,0,20,1616,4848,3,1,1217.0,319.350997011
32847,66,491,982,0,20,16966,50898,4,2,1174.0,3484.93757566
32848,86,819,1638,0,20,11501,34503,4,3,5185.0,2155.82802037
32849,68,837,1674,0,20,5301,15903,4,2,5709.0,1134.77646941
32850,126,311,622,0,20,4106,12318,6,3,1192.0,824.624086687
32851,86,533,1066,0,20,18376,55128,4,3,3754.0,3588.02681175
32852,130,983,1966,0,20,14326,42978,5,1,1804.0,2863.51463746
32853,128,22,44,0,20,14506,43518,2,2,48.0,2888.03781118
32854,74,970,1940,0,20,15006,45018,4,2,2272.0,3305.08651942
32855,94,49,98,0,20,8886,26658,5,4,249.0,1864.26533692
32856,82,102,204,0,20,16166,48498,3,4,469.0,3225.80679635
32857,114,104,208,0,20,12611,37833,2,2,291.0,2509.29855906
32858,112,842,1684,0,20,15816,47448,6,2,2683.0,3317.38806261
32859,46,132,264,0,20,14746,44238,4,4,749.0,2622.33511353
32860,94,691,1382,0,20,2686,8058,3,2,1795.0,507.419963156
32861,130,209,418,0,20,14661,43983,5,2,1352.0,2835.27419739
32862,34,973,1946,0,20,10286,30858,4,2,2798.0,1773.06158313
32863,108,902,1804,0,20,11821,35463,8,1,978.0,2241.76389317
32864,44,499,998,0,20,10216,30648,4,1,744.0,1990.6502967
32865,102,99,198,0,20,5791,17373,4,3,326.0,1151.6480189
32866,26,580,1160,0,20,19641,58923,2,2,1487.0,3113.35460307
32867,100,520,1040,0,20,6761,20283,3,2,1249.0,1402.02038605
32868,62,874,1748,0,20,31,93,5,1,5870.0,6.52998513607
32869,28,572,1144,0,20,8611,25833,4,2,1197.0,1423.27201552
32870,24,834,1668,0,20,13206,39618,3,3,2929.0,2142.48390033
32871,120,513,1026,0,20,2071,6213,4,2,1616.0,373.636706654
32872,82,995,1990,0,20,7431,22293,2,3,3869.0,1581.21988307
32873,90,508,1016,0,20,17831,53493,4,2,1552.0,3614.37882799
32874,86,690,1380,0,20,15166,45498,4,5,4339.0,3006.33502538
32875,36,979,1958,0,20,17321,51963,3,2,4707.0,4074.9408561
32876,42,796,1592,0,20,3241,9723,4,3,4890.0,503.380092478
32877,28,721,1442,0,20,15746,47238,7,1,984.0,3504.28548951
32878,70,3,6,0,20,3736,11208,4,2,19.0,707.882200697
32879,30,572,1144,0,20,8521,25563,6,3,2404.0,1666.56796777
32880,94,733,1466,0,20,11931,35793,4,1,1331.0,2319.53049195
32881,118,368,736,0,20,12356,37068,3,2,1735.0,2459.6153793
32882,82,940,1880,0,20,12591,37773,4,2,1910.0,2595.24870454
32883,26,21,42,0,20,10291,30873,4,2,130.0,2384.06234588
32884,30,915,1830,0,20,14941,44823,6,1,1484.0,3251.08555819
32885,96,636,1272,0,20,17231,51693,1,1,792.0,3422.12006351
32886,116,119,238,0,20,5861,17583,5,2,296.0,1241.23193244
32887,120,925,1850,0,20,18566,55698,2,2,2726.0,3887.02430919
32888,102,868,1736,0,20,9316,27948,3,1,1297.0,2049.1641689
32889,98,827,1654,0,20,17906,53718,5,3,6605.0,3662.96679419
32890,132,157,314,0,20,1186,3558,4,1,283.0,263.675043058
32891,86,865,1730,0,20,7046,21138,4,1,1306.0,1444.80503218
32892,70,390,780,0,20,17861,53583,7,3,1627.0,3539.07234832
32893,24,211,422,0,20,8346,25038,6,1,285.0,1404.88315623
32894,72,52,104,0,20,15711,47133,3,3,183.0,2757.6784064
32895,132,546,1092,0,20,16641,49923,4,3,3646.0,3259.21082078
32896,118,632,1264,0,20,9771,29313,3,2,1763.0,1851.20239353
32897,78,271,542,0,20,11441,34323,5,3,1171.0,2212.38522981
32898,88,259,518,0,20,2726,8178,5,2,734.0,581.796268548
32899,100,793,1586,0,20,13806,41418,5,2,1777.0,3015.05399826
32900,94,209,418,0,20,11331,33993,7,1,376.0,2043.83263815
32901,40,96,192,0,20,15651,46953,1,1,157.0,3139.74253627
32902,96,351,702,0,20,16611,49833,5,2,1131.0,2892.15980842
32903,80,45,90,0,20,8106,24318,3,2,148.0,1651.7389544
32904,116,575,1150,0,20,1551,4653,4,2,1757.0,307.203726795
32905,82,709,1418,0,20,46,138,5,2,1543.0,8.76365334838
32906,100,394,788,0,20,4336,13008,4,3,1700.0,815.926602572
32907,48,214,428,0,20,18881,56643,4,2,1285.0,4083.56515485
32908,58,636,1272,0,20,4551,13653,6,3,5672.0,914.674507718
32909,128,549,1098,0,20,7771,23313,3,3,2158.0,1663.44439475
32910,68,438,876,0,20,12191,36573,6,1,654.0,2548.48501355
32911,72,537,1074,0,20,3796,11388,4,1,3691.0,784.628253061
32912,32,199,398,0,20,18801,56403,4,2,1288.0,3945.74828755
32913,86,8,16,0,20,15226,45678,7,1,90.0,3281.87717922
32914,94,429,858,0,20,2036,6108,6,1,782.0,357.178643014
32915,112,438,876,0,20,10166,30498,4,4,2120.0,2120.79323821
32916,88,648,1296,0,20,14156,42468,3,2,1979.0,2921.36862974
32917,80,485,970,0,20,1036,3108,2,3,1481.0,213.437057154
32918,80,705,1410,0,20,12431,37293,3,1,3140.0,2600.08890641
32919,26,249,498,0,20,14781,44343,4,4,1438.0,2878.65398024
32920,36,532,1064,0,20,6276,18828,2,1,941.0,1327.99104386
32921,94,655,1310,0,20,17346,52038,4,2,1935.0,3637.02228085
32922,36,253,506,0,20,871,2613,3,2,654.0,179.135684695
32923,68,3,6,0,20,10886,32658,5,4,20.0,2305.88104616
32924,58,955,1910,0,20,581,1743,5,3,4056.0,127.992735558
32925,44,402,804,0,20,11726,35178,3,3,1509.0,2206.33349492
32926,96,607,1214,0,20,4361,13083,4,2,1389.0,830.2537908
32927,50,814,1628,0,20,12711,38133,3,2,2230.0,2454.92226029
32928,54,109,218,0,20,13436,40308,4,2,302.0,2321.12434951
32929,126,430,860,0,20,14961,44883,4,4,2712.0,3062.62096102
32930,42,935,1870,0,20,12521,37563,4,4,4995.0,2410.14144411
32931,132,222,444,0,20,10546,31638,3,2,601.0,2078.88557633
32932,114,833,1666,0,20,701,2103,6,3,3039.0,142.134793323
32933,30,508,1016,0,20,3561,10683,4,2,2285.0,800.109124699
32934,50,223,446,0,20,18426,55278,1,1,350.0,3956.83348185
32935,50,113,226,0,20,9756,29268,3,4,581.0,1767.78993328
32936,92,457,914,0,20,17851,53553,4,2,1127.0,3469.35822204
32937,132,77,154,0,20,9421,28263,4,1,138.0,1736.52660926
32938,46,139,278,0,20,10991,32973,3,2,724.0,1801.27160563
32939,110,263,526,0,20,19101,57303,3,2,512.0,3314.97231967
32940,70,809,1618,0,20,91,273,6,1,1499.0,18.5370617336
32941,24,375,750,0,20,19676,59028,3,3,1437.0,3885.94737453
32942,112,833,1666,0,20,13981,41943,4,1,5319.0,2867.13483459
32943,50,28,56,0,20,17726,53178,5,2,76.0,3348.07833363
32944,86,437,874,0,20,17566,52698,4,3,2743.0,3736.23229144
32945,128,368,736,0,20,12936,38808,5,3,2677.0,2686.90875562
32946,70,72,144,0,20,16426,49278,3,2,180.0,3273.68183896
32947,108,740,1480,0,20,4366,13098,1,1,1008.0,830.604654708
32948,118,637,1274,0,20,4321,12963,3,2,1813.0,870.573126541
32949,26,68,136,0,20,1741,5223,5,4,490.0,397.146265776
32950,96,542,1084,0,20,15926,47778,2,2,1170.0,3295.52380561
32951,130,644,1288,0,20,16411,49233,5,3,2585.0,3142.45178125
32952,76,991,1982,0,20,7926,23778,3,3,5530.0,1490.74148633
32953,46,635,1270,0,20,16401,49203,5,3,2461.0,3127.62741681
32954,38,418,836,0,20,6086,18258,2,2,930.0,1046.34203534
32955,34,596,1192,0,20,10181,30543,2,3,1986.0,1934.72094742
32956,62,719,1438,0,20,1601,4803,5,2,2120.0,299.024860353
32957,86,852,1704,0,20,9671,29013,5,3,3406.0,1852.37721275
32958,76,991,1982,0,20,2751,8253,3,3,3666.0,569.465473357
32959,38,870,1740,0,20,15351,46053,4,1,1056.0,3642.52233026
32960,124,67,134,0,20,4941,14823,4,4,338.0,936.572268051
32961,40,733,1466,0,20,12361,37083,3,3,3839.0,2809.95931918
32962,100,949,1898,0,20,1991,5973,2,2,3216.0,370.374173088
32963,106,845,1690,0,20,9321,27963,4,2,2725.0,1862.06314565
32964,36,936,1872,0,20,10861,32583,3,2,4631.0,2371.34398002
32965,98,608,1216,0,20,19201,57603,5,2,1976.0,3846.46086573
32966,98,804,1608,0,20,1911,5733,4,2,2057.0,390.435905341
32967,118,320,640,0,20,4426,13278,5,2,976.0,964.484169867
32968,116,448,896,0,20,2901,8703,1,1,479.0,551.193396003
32969,70,911,1822,0,20,11171,33513,3,3,4561.0,2175.98966754
32970,48,282,564,0,20,4586,13758,6,3,938.0,778.559508613
32971,92,989,1978,0,20,6691,20073,5,3,6957.0,1355.70604951
32972,60,725,1450,0,20,2381,7143,3,3,2685.0,524.727753029
32973,28,914,1828,0,20,8686,26058,4,2,5340.0,1497.43241093
32974,48,9,18,0,20,15851,47553,2,3,34.0,3344.98320527
32975,26,410,820,0,20,4266,12798,4,3,2308.0,786.674544554
32976,116,866,1732,0,20,15831,47493,5,2,2489.0,3306.27227182
32977,132,947,1894,0,20,12791,38373,2,2,2026.0,2640.97268211
32978,132,888,1776,0,20,2336,7008,4,2,5785.0,465.134128735
32979,118,651,1302,0,20,12871,38613,3,4,3014.0,2583.19429008
32980,62,26,52,0,20,5871,17613,3,2,125.0,1085.78078467
32981,132,68,136,0,20,12826,38478,5,2,202.0,2419.66506152
32982,110,460,920,0,20,18986,56958,2,2,729.0,3634.2668411
32983,130,538,1076,0,20,4811,14433,2,2,1572.0,1015.27734185
32984,132,283,566,0,20,15901,47703,5,3,2060.0,3115.58724721
32985,48,984,1968,0,20,2571,7713,3,1,4671.0,513.213439182
32986,44,783,1566,0,20,8461,25383,5,5,4945.0,2074.50763566
32987,118,698,1396,0,20,11071,33213,3,1,3252.0,2172.88894811
32988,74,134,268,0,20,2811,8433,3,1,642.0,545.186190921
32989,126,243,486,0,20,1476,4428,5,1,393.0,327.170709479
32990,76,436,872,0,20,14471,43413,7,3,2090.0,2725.54819849
32991,84,861,1722,0,20,3966,11898,4,1,1375.0,721.375070792
32992,26,602,1204,0,20,9881,29643,5,1,1041.0,1756.56646415
32993,114,236,472,0,20,12386,37158,3,3,1330.0,2680.47319797
32994,46,908,1816,0,20,16741,50223,4,1,1412.0,3303.59136435
32995,48,355,710,0,20,4281,12843,4,2,1034.0,978.193573339
32996,34,340,680,0,20,7056,21168,7,1,443.0,1405.26948753
32997,108,219,438,0,20,2006,6018,3,3,706.0,408.327403576
32998,26,935,1870,0,20,15201,45603,3,1,1840.0,2695.20982478
32999,116,866,1732,0,20,4931,14793,6,1,1584.0,1133.56874252
33000,84,783,1566,0,20,9426,28278,3,3,3387.0,1870.13586043
33001,128,160,320,0,20,17491,52473,4,2,1052.0,3247.20397936
33002,48,481,962,0,20,14911,44733,6,2,1473.0,2811.22386537
33003,24,405,810,0,20,6261,18783,3,1,613.0,1080.95204653
33004,86,639,1278,0,20,17611,52833,3,2,2671.0,3663.11739362
33005,86,509,1018,0,20,6911,20733,3,2,1184.0,1321.28038586
33006,116,283,566,0,20,4556,13668,3,3,1040.0,951.708912901
33007,114,426,852,0,20,4546,13638,6,2,1223.0,842.005675382
33008,96,714,1428,0,20,13631,40893,4,3,3242.0,3095.274972
33009,26,371,742,0,20,11526,34578,3,1,584.0,2695.82247975
33010,46,29,58,0,20,2871,8613,2,2,77.0,670.713866389
33011,88,348,696,0,20,1421,4263,5,2,1096.0,269.799883829
33012,78,113,226,0,20,191,573,2,2,306.0,40.1023382855
33013,94,394,788,0,20,4276,12828,5,5,2446.0,848.774079552
33014,110,1000,2000,0,20,10721,32163,3,3,4134.0,2436.13717256
33015,86,774,1548,0,20,4341,13023,4,3,3851.0,797.189917131
33016,54,393,786,0,20,15236,45708,4,3,1563.0,2857.25298037
33017,80,939,1878,0,20,9566,28698,4,4,6178.0,1786.01295467
33018,48,406,812,0,20,9846,29538,2,4,1377.0,2094.45627317
33019,58,766,1532,0,20,2531,7593,2,2,2288.0,479.37674461
33020,112,236,472,0,20,12466,37398,3,3,708.0,2703.66206864
33021,100,60,120,0,20,4406,13218,3,2,267.0,838.618332239
33022,64,918,1836,0,20,6806,20418,3,4,4024.0,1473.52142427
33023,60,119,238,0,20,2151,6453,3,1,546.0,446.651358418
33024,28,957,1914,0,20,2371,7113,3,1,4365.0,464.004621143
33025,42,877,1754,0,20,18461,55383,2,2,1922.0,3220.25103125
33026,86,971,1942,0,20,5616,16848,4,2,2577.0,1057.79401202
33027,94,376,752,0,20,701,2103,2,2,769.0,131.401942106
33028,124,771,1542,0,20,2641,7923,3,4,3523.0,540.163282975
33029,58,508,1016,0,20,17791,53373,3,2,2088.0,3452.80271081
33030,98,899,1798,0,20,12031,36093,5,1,1430.0,2215.2446082
33031,34,817,1634,0,20,9691,29073,4,1,4618.0,2466.3513539
33032,130,181,362,0,20,18721,56163,3,2,793.0,3941.44973816
33033,120,192,384,0,20,4591,13773,5,3,779.0,968.300623004
33034,104,1000,2000,0,20,9756,29268,5,1,1332.0,1817.60696054
33035,118,528,1056,0,20,9846,29538,1,1,759.0,1938.03071993
33036,56,976,1952,0,20,5576,16728,1,2,1778.0,1227.20687916
33037,116,260,520,0,20,16661,49983,3,4,1221.0,3532.95313957
33038,90,824,1648,0,20,10441,31323,5,4,4270.0,2098.99461063
33039,118,534,1068,0,20,14296,42888,3,4,2948.0,2941.87561656
33040,104,905,1810,0,20,14761,44283,5,1,1606.0,3116.69951177
33041,84,172,344,0,20,11416,34248,4,3,948.0,2500.07062869
33042,68,849,1698,0,20,7396,22188,2,2,2232.0,1519.15700214
33043,24,564,1128,0,20,3946,11838,5,5,3986.0,761.502977746
33044,58,195,390,0,20,15606,46818,4,2,583.0,3622.43987766
33045,92,633,1266,0,20,3611,10833,4,1,3853.0,720.530405719
33046,128,499,998,0,20,14301,42903,3,4,2522.0,2993.39229651
33047,78,486,972,0,20,3646,10938,5,5,3831.0,679.9395434
33048,92,310,620,0,20,15686,47058,4,3,1943.0,2856.10596856
33049,108,728,1456,0,20,13646,40938,2,2,2053.0,2633.73284276
33050,46,924,1848,0,20,2111,6333,4,2,5398.0,411.537092249
33051,58,932,1864,0,20,13006,39018,4,6,6155.0,2769.37178874
33052,88,460,920,0,20,14876,44628,4,2,1179.0,2758.03551412
33053,120,133,266,0,20,17871,53613,1,1,261.0,3847.58659591
33054,106,348,696,0,20,15516,46548,4,1,543.0,2905.60588189
33055,54,73,146,0,20,18556,55668,5,3,280.0,3985.69091253
33056,50,278,556,0,20,851,2553,4,3,1603.0,160.998768085
33057,34,147,294,0,20,5251,15753,4,3,855.0,1141.73857322
33058,112,490,980,0,20,2971,8913,5,2,1537.0,567.101440986
33059,44,214,428,0,20,16681,50043,6,4,1135.0,3324.17492624
33060,46,33,66,0,20,9021,27063,3,4,166.0,1983.32954709
33061,130,16,32,0,20,11771,35313,2,2,50.0,2307.34719547
33062,102,510,1020,0,20,9046,27138,4,2,1556.0,1855.77911062
33063,56,592,1184,0,20,9936,29808,3,2,2797.0,2126.06656663
33064,94,960,1920,0,20,10101,30303,3,2,2280.0,1985.57457946
33065,30,831,1662,0,20,1551,4653,4,4,4426.0,346.707072146
33066,36,848,1696,0,20,19736,59208,3,3,3068.0,3833.02627872
33067,36,312,624,0,20,11946,35838,3,2,1605.0,2612.00637095
33068,88,873,1746,0,20,11626,34878,2,2,1822.0,2405.03744337
33069,100,372,744,0,20,5321,15963,5,5,2364.0,1227.36363509
33070,22,828,1656,0,20,11211,33633,5,3,2711.0,2574.62022173
33071,132,980,1960,0,20,12056,36168,6,1,1430.0,2557.31579596
33072,118,709,1418,0,20,8896,26688,8,1,1362.0,1813.9307117
33073,116,486,972,0,20,13871,41613,4,3,1648.0,2870.67393963
33074,58,191,382,0,20,19601,58803,2,2,663.0,4488.51467907
